shop_id,date_block_num,date,total_item_cnt
0,0,2013-01-01,5411.0
0,1,2013-02-01,5820.0
0,2,2013-03-01,0.0
0,3,2013-04-01,0.0
0,4,2013-05-01,0.0
0,5,2013-06-01,0.0
0,6,2013-07-01,0.0
0,7,2013-08-01,0.0
0,8,2013-09-01,0.0
0,9,2013-10-01,0.0
0,10,2013-11-01,0.0
0,11,2013-12-01,0.0
0,12,2014-01-01,0.0
0,13,2014-02-01,0.0
0,14,2014-03-01,0.0
0,15,2014-04-01,0.0
0,16,2014-05-01,0.0
0,17,2014-06-01,0.0
0,18,2014-07-01,0.0
0,19,2014-08-01,0.0
0,20,2014-09-01,0.0
0,21,2014-10-01,0.0
0,22,2014-11-01,0.0
0,23,2014-12-01,0.0
0,24,2015-01-01,0.0
0,25,2015-02-01,0.0
0,26,2015-03-01,0.0
0,27,2015-04-01,0.0
0,28,2015-05-01,0.0
0,29,2015-06-01,0.0
0,30,2015-07-01,0.0
0,31,2015-08-01,0.0
0,32,2015-09-01,0.0
0,33,2015-10-01,0.0
0,34,2015-11-01,24.93152
0,35,2015-12-01,87.91019
0,36,2016-01-01,38.86103
0,37,2016-02-01,32.45541
0,38,2016-03-01,37.92025
0,39,2016-04-01,30.46176
1,0,2013-01-01,2932.0
1,1,2013-02-01,3314.0
1,2,2013-03-01,0.0
1,3,2013-04-01,0.0
1,4,2013-05-01,0.0
1,5,2013-06-01,0.0
1,6,2013-07-01,0.0
1,7,2013-08-01,0.0
1,8,2013-09-01,0.0
1,9,2013-10-01,0.0
1,10,2013-11-01,0.0
1,11,2013-12-01,0.0
1,12,2014-01-01,0.0
1,13,2014-02-01,0.0
1,14,2014-03-01,0.0
1,15,2014-04-01,0.0
1,16,2014-05-01,0.0
1,17,2014-06-01,0.0
1,18,2014-07-01,0.0
1,19,2014-08-01,0.0
1,20,2014-09-01,0.0
1,21,2014-10-01,0.0
1,22,2014-11-01,0.0
1,23,2014-12-01,0.0
1,24,2015-01-01,0.0
1,25,2015-02-01,0.0
1,26,2015-03-01,0.0
1,27,2015-04-01,0.0
1,28,2015-05-01,0.0
1,29,2015-06-01,0.0
1,30,2015-07-01,0.0
1,31,2015-08-01,0.0
1,32,2015-09-01,0.0
1,33,2015-10-01,0.0
1,34,2015-11-01,17.50591
1,35,2015-12-01,67.24001
1,36,2016-01-01,28.42184
1,37,2016-02-01,22.55031
1,38,2016-03-01,25.70789
1,39,2016-04-01,19.95724
2,0,2013-01-01,1146.0
2,1,2013-02-01,489.0
2,2,2013-03-01,751.0
2,3,2013-04-01,585.0
2,4,2013-05-01,553.0
2,5,2013-06-01,808.0
2,6,2013-07-01,807.0
2,7,2013-08-01,852.0
2,8,2013-09-01,843.0
2,9,2013-10-01,716.0
2,10,2013-11-01,814.0
2,11,2013-12-01,1255.0
2,12,2014-01-01,863.0
2,13,2014-02-01,868.0
2,14,2014-03-01,928.0
2,15,2014-04-01,759.0
2,16,2014-05-01,841.0
2,17,2014-06-01,893.0
2,18,2014-07-01,792.0
2,19,2014-08-01,910.0
2,20,2014-09-01,837.0
2,21,2014-10-01,880.0
2,22,2014-11-01,986.0
2,23,2014-12-01,1745.0
2,24,2015-01-01,945.0
2,25,2015-02-01,881.0
2,26,2015-03-01,746.0
2,27,2015-04-01,685.0
2,28,2015-05-01,714.0
2,29,2015-06-01,773.0
2,30,2015-07-01,763.0
2,31,2015-08-01,942.0
2,32,2015-09-01,803.0
2,33,2015-10-01,717.0
2,34,2015-11-01,762.22577
2,35,2015-12-01,902.66711
2,36,2016-01-01,459.46603
2,37,2016-02-01,297.61008
2,38,2016-03-01,261.96942
2,39,2016-04-01,180.01382
3,0,2013-01-01,767.0
3,1,2013-02-01,798.0
3,2,2013-03-01,959.0
3,3,2013-04-01,647.0
3,4,2013-05-01,704.0
3,5,2013-06-01,750.0
3,6,2013-07-01,687.0
3,7,2013-08-01,866.0
3,8,2013-09-01,930.0
3,9,2013-10-01,775.0
3,10,2013-11-01,949.0
3,11,2013-12-01,1120.0
3,12,2014-01-01,964.0
3,13,2014-02-01,871.0
3,14,2014-03-01,937.0
3,15,2014-04-01,679.0
3,16,2014-05-01,758.0
3,17,2014-06-01,827.0
3,18,2014-07-01,745.0
3,19,2014-08-01,869.0
3,20,2014-09-01,872.0
3,21,2014-10-01,758.0
3,22,2014-11-01,1002.0
3,23,2014-12-01,1220.0
3,24,2015-01-01,956.0
3,25,2015-02-01,738.0
3,26,2015-03-01,724.0
3,27,2015-04-01,679.0
3,28,2015-05-01,702.0
3,29,2015-06-01,662.0
3,30,2015-07-01,538.0
3,31,2015-08-01,646.0
3,32,2015-09-01,674.0
3,33,2015-10-01,613.0
3,34,2015-11-01,667.6709
3,35,2015-12-01,769.9986
3,36,2016-01-01,414.32269
3,37,2016-02-01,266.07773
3,38,2016-03-01,244.14328
3,39,2016-04-01,175.04108
4,0,2013-01-01,2089.0
4,1,2013-02-01,1999.0
4,2,2013-03-01,2021.0
4,3,2013-04-01,287.0
4,4,2013-05-01,1205.0
4,5,2013-06-01,1435.0
4,6,2013-07-01,1377.0
4,7,2013-08-01,1692.0
4,8,2013-09-01,1408.0
4,9,2013-10-01,1383.0
4,10,2013-11-01,1349.0
4,11,2013-12-01,2074.0
4,12,2014-01-01,1355.0
4,13,2014-02-01,1251.0
4,14,2014-03-01,1189.0
4,15,2014-04-01,1011.0
4,16,2014-05-01,1142.0
4,17,2014-06-01,1139.0
4,18,2014-07-01,1043.0
4,19,2014-08-01,1258.0
4,20,2014-09-01,998.0
4,21,2014-10-01,1079.0
4,22,2014-11-01,1184.0
4,23,2014-12-01,1840.0
4,24,2015-01-01,1100.0
4,25,2015-02-01,924.0
4,26,2015-03-01,905.0
4,27,2015-04-01,780.0
4,28,2015-05-01,803.0
4,29,2015-06-01,760.0
4,30,2015-07-01,812.0
4,31,2015-08-01,868.0
4,32,2015-09-01,687.0
4,33,2015-10-01,748.0
4,34,2015-11-01,766.54401
4,35,2015-12-01,867.94861
4,36,2016-01-01,461.18442
4,37,2016-02-01,291.55728
4,38,2016-03-01,273.53519
4,39,2016-04-01,198.17305
5,0,2013-01-01,0.0
5,1,2013-02-01,877.0
5,2,2013-03-01,1355.0
5,3,2013-04-01,1008.0
5,4,2013-05-01,1107.0
5,5,2013-06-01,1325.0
5,6,2013-07-01,1225.0
5,7,2013-08-01,1495.0
5,8,2013-09-01,1254.0
5,9,2013-10-01,1217.0
5,10,2013-11-01,1336.0
5,11,2013-12-01,2076.0
5,12,2014-01-01,1576.0
5,13,2014-02-01,1191.0
5,14,2014-03-01,1402.0
5,15,2014-04-01,1021.0
5,16,2014-05-01,1153.0
5,17,2014-06-01,1286.0
5,18,2014-07-01,1290.0
5,19,2014-08-01,1444.0
5,20,2014-09-01,1232.0
5,21,2014-10-01,1112.0
5,22,2014-11-01,1303.0
5,23,2014-12-01,1953.0
5,24,2015-01-01,1291.0
5,25,2015-02-01,1070.0
5,26,2015-03-01,1094.0
5,27,2015-04-01,875.0
5,28,2015-05-01,951.0
5,29,2015-06-01,934.0
5,30,2015-07-01,957.0
5,31,2015-08-01,1252.0
5,32,2015-09-01,1047.0
5,33,2015-10-01,1029.0
5,34,2015-11-01,1073.82153
5,35,2015-12-01,1269.16907
5,36,2016-01-01,677.99756
5,37,2016-02-01,463.66702
5,38,2016-03-01,373.6181
5,39,2016-04-01,288.82007
6,0,2013-01-01,3561.0
6,1,2013-02-01,3764.0
6,2,2013-03-01,4008.0
6,3,2013-04-01,3054.0
6,4,2013-05-01,2914.0
6,5,2013-06-01,3446.0
6,6,2013-07-01,3129.0
6,7,2013-08-01,3414.0
6,8,2013-09-01,3439.0
6,9,2013-10-01,3086.0
6,10,2013-11-01,3347.0
6,11,2013-12-01,5030.0
6,12,2014-01-01,2914.0
6,13,2014-02-01,2921.0
6,14,2014-03-01,2726.0
6,15,2014-04-01,2587.0
6,16,2014-05-01,2304.0
6,17,2014-06-01,2516.0
6,18,2014-07-01,2346.0
6,19,2014-08-01,2367.0
6,20,2014-09-01,2348.0
6,21,2014-10-01,2310.0
6,22,2014-11-01,2629.0
6,23,2014-12-01,3729.0
6,24,2015-01-01,2224.0
6,25,2015-02-01,2197.0
6,26,2015-03-01,1906.0
6,27,2015-04-01,1584.0
6,28,2015-05-01,1435.0
6,29,2015-06-01,1500.0
6,30,2015-07-01,1443.0
6,31,2015-08-01,1535.0
6,32,2015-09-01,1602.0
6,33,2015-10-01,1677.0
6,34,2015-11-01,1567.76587
6,35,2015-12-01,1799.4342
6,36,2016-01-01,945.6496
6,37,2016-02-01,632.12421
6,38,2016-03-01,535.09314
6,39,2016-04-01,389.6958
7,0,2013-01-01,2482.0
7,1,2013-02-01,2492.0
7,2,2013-03-01,2367.0
7,3,2013-04-01,1540.0
7,4,2013-05-01,1603.0
7,5,2013-06-01,1985.0
7,6,2013-07-01,1936.0
7,7,2013-08-01,2302.0
7,8,2013-09-01,2267.0
7,9,2013-10-01,1997.0
7,10,2013-11-01,2204.0
7,11,2013-12-01,3332.0
7,12,2014-01-01,2217.0
7,13,2014-02-01,2201.0
7,14,2014-03-01,1905.0
7,15,2014-04-01,1489.0
7,16,2014-05-01,1583.0
7,17,2014-06-01,1803.0
7,18,2014-07-01,1648.0
7,19,2014-08-01,1884.0
7,20,2014-09-01,1565.0
7,21,2014-10-01,1525.0
7,22,2014-11-01,1841.0
7,23,2014-12-01,2958.0
7,24,2015-01-01,1929.0
7,25,2015-02-01,1701.0
7,26,2015-03-01,1352.0
7,27,2015-04-01,1168.0
7,28,2015-05-01,1085.0
7,29,2015-06-01,1199.0
7,30,2015-07-01,1277.0
7,31,2015-08-01,1378.0
7,32,2015-09-01,1243.0
7,33,2015-10-01,1169.0
7,34,2015-11-01,1200.04895
7,35,2015-12-01,1453.61218
7,36,2016-01-01,784.53662
7,37,2016-02-01,559.638
7,38,2016-03-01,427.72589
7,39,2016-04-01,328.94592
8,0,2013-01-01,1463.0
8,1,2013-02-01,1156.0
8,2,2013-03-01,979.0
8,3,2013-04-01,0.0
8,4,2013-05-01,0.0
8,5,2013-06-01,0.0
8,6,2013-07-01,0.0
8,7,2013-08-01,0.0
8,8,2013-09-01,0.0
8,9,2013-10-01,0.0
8,10,2013-11-01,0.0
8,11,2013-12-01,0.0
8,12,2014-01-01,0.0
8,13,2014-02-01,0.0
8,14,2014-03-01,0.0
8,15,2014-04-01,0.0
8,16,2014-05-01,0.0
8,17,2014-06-01,0.0
8,18,2014-07-01,0.0
8,19,2014-08-01,0.0
8,20,2014-09-01,0.0
8,21,2014-10-01,0.0
8,22,2014-11-01,0.0
8,23,2014-12-01,0.0
8,24,2015-01-01,0.0
8,25,2015-02-01,0.0
8,26,2015-03-01,0.0
8,27,2015-04-01,0.0
8,28,2015-05-01,0.0
8,29,2015-06-01,0.0
8,30,2015-07-01,0.0
8,31,2015-08-01,0.0
8,32,2015-09-01,0.0
8,33,2015-10-01,0.0
8,34,2015-11-01,25.35825
8,35,2015-12-01,69.83798
8,36,2016-01-01,31.78213
8,37,2016-02-01,27.95055
8,38,2016-03-01,32.27557
8,39,2016-04-01,27.80074
9,0,2013-01-01,0.0
9,1,2013-02-01,0.0
9,2,2013-03-01,0.0
9,3,2013-04-01,0.0
9,4,2013-05-01,0.0
9,5,2013-06-01,0.0
9,6,2013-07-01,0.0
9,7,2013-08-01,0.0
9,8,2013-09-01,0.0
9,9,2013-10-01,4161.0
9,10,2013-11-01,0.0
9,11,2013-12-01,0.0
9,12,2014-01-01,0.0
9,13,2014-02-01,0.0
9,14,2014-03-01,0.0
9,15,2014-04-01,0.0
9,16,2014-05-01,0.0
9,17,2014-06-01,0.0
9,18,2014-07-01,0.0
9,19,2014-08-01,0.0
9,20,2014-09-01,0.0
9,21,2014-10-01,4349.0
9,22,2014-11-01,0.0
9,23,2014-12-01,0.0
9,24,2015-01-01,0.0
9,25,2015-02-01,0.0
9,26,2015-03-01,0.0
9,27,2015-04-01,0.0
9,28,2015-05-01,0.0
9,29,2015-06-01,0.0
9,30,2015-07-01,0.0
9,31,2015-08-01,0.0
9,32,2015-09-01,0.0
9,33,2015-10-01,2260.0
9,34,2015-11-01,92.65113
9,35,2015-12-01,455.73727
9,36,2016-01-01,307.47101
9,37,2016-02-01,179.52899
9,38,2016-03-01,162.22775
9,39,2016-04-01,92.69611
10,0,2013-01-01,935.0
10,1,2013-02-01,1016.0
10,2,2013-03-01,987.0
10,3,2013-04-01,756.0
10,4,2013-05-01,667.0
10,5,2013-06-01,733.0
10,6,2013-07-01,775.0
10,7,2013-08-01,713.0
10,8,2013-09-01,907.0
10,9,2013-10-01,938.0
10,10,2013-11-01,955.0
10,11,2013-12-01,1258.0
10,12,2014-01-01,733.0
10,13,2014-02-01,815.0
10,14,2014-03-01,849.0
10,15,2014-04-01,572.0
10,16,2014-05-01,672.0
10,17,2014-06-01,572.0
10,18,2014-07-01,539.0
10,19,2014-08-01,613.0
10,20,2014-09-01,672.0
10,21,2014-10-01,589.0
10,22,2014-11-01,717.0
10,23,2014-12-01,1010.0
10,24,2015-01-01,583.0
10,25,2015-02-01,0.0
10,26,2015-03-01,541.0
10,27,2015-04-01,501.0
10,28,2015-05-01,429.0
10,29,2015-06-01,441.0
10,30,2015-07-01,434.0
10,31,2015-08-01,442.0
10,32,2015-09-01,502.0
10,33,2015-10-01,428.0
10,34,2015-11-01,499.255
10,35,2015-12-01,673.3963
10,36,2016-01-01,323.40225
10,37,2016-02-01,226.62825
10,38,2016-03-01,237.14598
10,39,2016-04-01,185.78937
11,0,2013-01-01,0.0
11,1,2013-02-01,0.0
11,2,2013-03-01,0.0
11,3,2013-04-01,0.0
11,4,2013-05-01,0.0
11,5,2013-06-01,0.0
11,6,2013-07-01,0.0
11,7,2013-08-01,0.0
11,8,2013-09-01,0.0
11,9,2013-10-01,0.0
11,10,2013-11-01,0.0
11,11,2013-12-01,0.0
11,12,2014-01-01,0.0
11,13,2014-02-01,0.0
11,14,2014-03-01,0.0
11,15,2014-04-01,0.0
11,16,2014-05-01,0.0
11,17,2014-06-01,0.0
11,18,2014-07-01,0.0
11,19,2014-08-01,0.0
11,20,2014-09-01,0.0
11,21,2014-10-01,0.0
11,22,2014-11-01,0.0
11,23,2014-12-01,0.0
11,24,2015-01-01,0.0
11,25,2015-02-01,546.0
11,26,2015-03-01,0.0
11,27,2015-04-01,0.0
11,28,2015-05-01,0.0
11,29,2015-06-01,0.0
11,30,2015-07-01,0.0
11,31,2015-08-01,0.0
11,32,2015-09-01,0.0
11,33,2015-10-01,0.0
11,34,2015-11-01,11.68184
11,35,2015-12-01,25.95628
11,36,2016-01-01,16.35847
11,37,2016-02-01,28.14124
11,38,2016-03-01,19.18172
11,39,2016-04-01,13.88735
12,0,2013-01-01,788.0
12,1,2013-02-01,1057.0
12,2,2013-03-01,1171.0
12,3,2013-04-01,1231.0
12,4,2013-05-01,815.0
12,5,2013-06-01,1178.0
12,6,2013-07-01,712.0
12,7,2013-08-01,938.0
12,8,2013-09-01,1309.0
12,9,2013-10-01,1433.0
12,10,2013-11-01,1503.0
12,11,2013-12-01,1927.0
12,12,2014-01-01,1022.0
12,13,2014-02-01,1345.0
12,14,2014-03-01,1280.0
12,15,2014-04-01,1228.0
12,16,2014-05-01,1107.0
12,17,2014-06-01,952.0
12,18,2014-07-01,972.0
12,19,2014-08-01,913.0
12,20,2014-09-01,1179.0
12,21,2014-10-01,1284.0
12,22,2014-11-01,1744.0
12,23,2014-12-01,2621.0
12,24,2015-01-01,1465.0
12,25,2015-02-01,1434.0
12,26,2015-03-01,1277.0
12,27,2015-04-01,1407.0
12,28,2015-05-01,1040.0
12,29,2015-06-01,1368.0
12,30,2015-07-01,1130.0
12,31,2015-08-01,1321.0
12,32,2015-09-01,1671.0
12,33,2015-10-01,1268.0
12,34,2015-11-01,1385.44836
12,35,2015-12-01,1650.44714
12,36,2016-01-01,829.11249
12,37,2016-02-01,632.1319
12,38,2016-03-01,493.74292
12,39,2016-04-01,307.01935
13,0,2013-01-01,1154.0
13,1,2013-02-01,998.0
13,2,2013-03-01,1245.0
13,3,2013-04-01,1018.0
13,4,2013-05-01,1074.0
13,5,2013-06-01,1310.0
13,6,2013-07-01,1060.0
13,7,2013-08-01,926.0
13,8,2013-09-01,1050.0
13,9,2013-10-01,1048.0
13,10,2013-11-01,1005.0
13,11,2013-12-01,1172.0
13,12,2014-01-01,920.0
13,13,2014-02-01,767.0
13,14,2014-03-01,934.0
13,15,2014-04-01,804.0
13,16,2014-05-01,731.0
13,17,2014-06-01,801.0
13,18,2014-07-01,731.0
13,19,2014-08-01,209.0
13,20,2014-09-01,0.0
13,21,2014-10-01,0.0
13,22,2014-11-01,0.0
13,23,2014-12-01,0.0
13,24,2015-01-01,0.0
13,25,2015-02-01,0.0
13,26,2015-03-01,0.0
13,27,2015-04-01,0.0
13,28,2015-05-01,0.0
13,29,2015-06-01,0.0
13,30,2015-07-01,0.0
13,31,2015-08-01,0.0
13,32,2015-09-01,0.0
13,33,2015-10-01,0.0
13,34,2015-11-01,67.20589
13,35,2015-12-01,116.50354
13,36,2016-01-01,104.11536
13,37,2016-02-01,183.62709
13,38,2016-03-01,200.18471
13,39,2016-04-01,192.26192
14,0,2013-01-01,1769.0
14,1,2013-02-01,1734.0
14,2,2013-03-01,1825.0
14,3,2013-04-01,1248.0
14,4,2013-05-01,1361.0
14,5,2013-06-01,1647.0
14,6,2013-07-01,1531.0
14,7,2013-08-01,1891.0
14,8,2013-09-01,688.0
14,9,2013-10-01,1238.0
14,10,2013-11-01,1462.0
14,11,2013-12-01,1773.0
14,12,2014-01-01,1312.0
14,13,2014-02-01,1266.0
14,14,2014-03-01,1140.0
14,15,2014-04-01,900.0
14,16,2014-05-01,1184.0
14,17,2014-06-01,1100.0
14,18,2014-07-01,1016.0
14,19,2014-08-01,1136.0
14,20,2014-09-01,1132.0
14,21,2014-10-01,1085.0
14,22,2014-11-01,1327.0
14,23,2014-12-01,1684.0
14,24,2015-01-01,1133.0
14,25,2015-02-01,943.0
14,26,2015-03-01,938.0
14,27,2015-04-01,775.0
14,28,2015-05-01,791.0
14,29,2015-06-01,939.0
14,30,2015-07-01,900.0
14,31,2015-08-01,1036.0
14,32,2015-09-01,1004.0
14,33,2015-10-01,941.0
14,34,2015-11-01,990.06183
14,35,2015-12-01,1164.46631
14,36,2016-01-01,603.22717
14,37,2016-02-01,408.48267
14,38,2016-03-01,637.38098
14,39,2016-04-01,287.23169
15,0,2013-01-01,2612.0
15,1,2013-02-01,2603.0
15,2,2013-03-01,2592.0
15,3,2013-04-01,2140.0
15,4,2013-05-01,1864.0
15,5,2013-06-01,2246.0
15,6,2013-07-01,2495.0
15,7,2013-08-01,2428.0
15,8,2013-09-01,2430.0
15,9,2013-10-01,2337.0
15,10,2013-11-01,2389.0
15,11,2013-12-01,3469.0
15,12,2014-01-01,2383.0
15,13,2014-02-01,2275.0
15,14,2014-03-01,2045.0
15,15,2014-04-01,1533.0
15,16,2014-05-01,1593.0
15,17,2014-06-01,1707.0
15,18,2014-07-01,1585.0
15,19,2014-08-01,1895.0
15,20,2014-09-01,1574.0
15,21,2014-10-01,1638.0
15,22,2014-11-01,1857.0
15,23,2014-12-01,2598.0
15,24,2015-01-01,1841.0
15,25,2015-02-01,1437.0
15,26,2015-03-01,1312.0
15,27,2015-04-01,1138.0
15,28,2015-05-01,1153.0
15,29,2015-06-01,1265.0
15,30,2015-07-01,1198.0
15,31,2015-08-01,1308.0
15,32,2015-09-01,1194.0
15,33,2015-10-01,1223.0
15,34,2015-11-01,1222.09607
15,35,2015-12-01,1448.50989
15,36,2016-01-01,768.5766
15,37,2016-02-01,530.16266
15,38,2016-03-01,386.15515
15,39,2016-04-01,594.88
16,0,2013-01-01,2968.0
16,1,2013-02-01,2573.0
16,2,2013-03-01,2991.0
16,3,2013-04-01,2112.0
16,4,2013-05-01,2102.0
16,5,2013-06-01,2788.0
16,6,2013-07-01,2695.0
16,7,2013-08-01,2269.0
16,8,2013-09-01,1630.0
16,9,2013-10-01,1578.0
16,10,2013-11-01,1831.0
16,11,2013-12-01,2662.0
16,12,2014-01-01,1761.0
16,13,2014-02-01,1622.0
16,14,2014-03-01,1522.0
16,15,2014-04-01,1115.0
16,16,2014-05-01,1212.0
16,17,2014-06-01,1442.0
16,18,2014-07-01,1304.0
16,19,2014-08-01,1481.0
16,20,2014-09-01,1321.0
16,21,2014-10-01,1303.0
16,22,2014-11-01,1562.0
16,23,2014-12-01,2332.0
16,24,2015-01-01,1616.0
16,25,2015-02-01,1281.0
16,26,2015-03-01,1132.0
16,27,2015-04-01,941.0
16,28,2015-05-01,1063.0
16,29,2015-06-01,1012.0
16,30,2015-07-01,1075.0
16,31,2015-08-01,1180.0
16,32,2015-09-01,936.0
16,33,2015-10-01,923.0
16,34,2015-11-01,986.20544
16,35,2015-12-01,1188.46313
16,36,2016-01-01,624.83423
16,37,2016-02-01,381.89893
16,38,2016-03-01,688.05157
16,39,2016-04-01,298.03687
17,0,2013-01-01,0.0
17,1,2013-02-01,0.0
17,2,2013-03-01,0.0
17,3,2013-04-01,0.0
17,4,2013-05-01,0.0
17,5,2013-06-01,851.0
17,6,2013-07-01,1012.0
17,7,2013-08-01,1252.0
17,8,2013-09-01,1329.0
17,9,2013-10-01,1296.0
17,10,2013-11-01,1318.0
17,11,2013-12-01,2262.0
17,12,2014-01-01,1383.0
17,13,2014-02-01,1408.0
17,14,2014-03-01,1329.0
17,15,2014-04-01,1118.0
17,16,2014-05-01,1125.0
17,17,2014-06-01,956.0
17,18,2014-07-01,1091.0
17,19,2014-08-01,1115.0
17,20,2014-09-01,1120.0
17,21,2014-10-01,972.0
17,22,2014-11-01,1144.0
17,23,2014-12-01,1749.0
17,24,2015-01-01,690.0
17,25,2015-02-01,0.0
17,26,2015-03-01,0.0
17,27,2015-04-01,0.0
17,28,2015-05-01,0.0
17,29,2015-06-01,0.0
17,30,2015-07-01,0.0
17,31,2015-08-01,0.0
17,32,2015-09-01,0.0
17,33,2015-10-01,0.0
17,34,2015-11-01,91.11646
17,35,2015-12-01,184.57864
17,36,2016-01-01,139.05978
17,37,2016-02-01,215.81108
17,38,2016-03-01,236.38042
17,39,2016-04-01,219.90584
18,0,2013-01-01,2803.0
18,1,2013-02-01,3209.0
18,2,2013-03-01,3254.0
18,3,2013-04-01,2391.0
18,4,2013-05-01,2650.0
18,5,2013-06-01,2752.0
18,6,2013-07-01,2432.0
18,7,2013-08-01,1640.0
18,8,2013-09-01,2048.0
18,9,2013-10-01,1739.0
18,10,2013-11-01,1969.0
18,11,2013-12-01,3069.0
18,12,2014-01-01,1859.0
18,13,2014-02-01,1804.0
18,14,2014-03-01,1699.0
18,15,2014-04-01,1175.0
18,16,2014-05-01,1395.0
18,17,2014-06-01,1214.0
18,18,2014-07-01,1212.0
18,19,2014-08-01,1448.0
18,20,2014-09-01,1270.0
18,21,2014-10-01,1020.0
18,22,2014-11-01,1333.0
18,23,2014-12-01,1902.0
18,24,2015-01-01,1321.0
18,25,2015-02-01,1334.0
18,26,2015-03-01,1389.0
18,27,2015-04-01,1153.0
18,28,2015-05-01,1170.0
18,29,2015-06-01,1146.0
18,30,2015-07-01,977.0
18,31,2015-08-01,1172.0
18,32,2015-09-01,1316.0
18,33,2015-10-01,1135.0
18,34,2015-11-01,1134.34729
18,35,2015-12-01,1336.71741
18,36,2016-01-01,682.84308
18,37,2016-02-01,455.94626
18,38,2016-03-01,704.39734
18,39,2016-04-01,310.58331
19,0,2013-01-01,2987.0
19,1,2013-02-01,2764.0
19,2,2013-03-01,2885.0
19,3,2013-04-01,2272.0
19,4,2013-05-01,1956.0
19,5,2013-06-01,2472.0
19,6,2013-07-01,2361.0
19,7,2013-08-01,2546.0
19,8,2013-09-01,2462.0
19,9,2013-10-01,2265.0
19,10,2013-11-01,2386.0
19,11,2013-12-01,3541.0
19,12,2014-01-01,2502.0
19,13,2014-02-01,2127.0
19,14,2014-03-01,2063.0
19,15,2014-04-01,1676.0
19,16,2014-05-01,1773.0
19,17,2014-06-01,1905.0
19,18,2014-07-01,1718.0
19,19,2014-08-01,1933.0
19,20,2014-09-01,1594.0
19,21,2014-10-01,1757.0
19,22,2014-11-01,1944.0
19,23,2014-12-01,3020.0
19,24,2015-01-01,2026.0
19,25,2015-02-01,1764.0
19,26,2015-03-01,1525.0
19,27,2015-04-01,1335.0
19,28,2015-05-01,1307.0
19,29,2015-06-01,1268.0
19,30,2015-07-01,1413.0
19,31,2015-08-01,1483.0
19,32,2015-09-01,1191.0
19,33,2015-10-01,1413.0
19,34,2015-11-01,1374.81201
19,35,2015-12-01,1613.23389
19,36,2016-01-01,829.31
19,37,2016-02-01,567.21704
19,38,2016-03-01,405.16632
19,39,2016-04-01,633.53119
20,0,2013-01-01,0.0
20,1,2013-02-01,0.0
20,2,2013-03-01,0.0
20,3,2013-04-01,0.0
20,4,2013-05-01,0.0
20,5,2013-06-01,0.0
20,6,2013-07-01,0.0
20,7,2013-08-01,0.0
20,8,2013-09-01,0.0
20,9,2013-10-01,0.0
20,10,2013-11-01,0.0
20,11,2013-12-01,0.0
20,12,2014-01-01,0.0
20,13,2014-02-01,0.0
20,14,2014-03-01,0.0
20,15,2014-04-01,0.0
20,16,2014-05-01,0.0
20,17,2014-06-01,0.0
20,18,2014-07-01,0.0
20,19,2014-08-01,0.0
